8.000000000000000167e-03,2.221748833003930122e+04,3.147477513422234551e+04,5.924663554677147476e+04,9.703217496594259865e+04,1.697693397603968915e+05,6.255472399155191670e+04
8.999999999999999320e-03,6.049437990083955810e+03,8.966131306731576842e+03,1.382728683447761432e+04,2.352772949924181376e+04,4.088932086035796965e+04,1.576130006253232932e+04
1.000000000000000021e-02,2.072974294036226183e+03,2.953988369001622232e+03,4.422345160610615494e+03,7.947876372428057948e+03,1.327583595050091935e+04,5.122443537665780241e+03
1.099999999999999936e-02,8.656290812423252419e+02,1.224753215162902052e+03,1.910353834465821137e+03,3.250550270950253434e+03,5.769129498712238274e+03,2.075579436065037498e+03
1.200000000000000025e-02,4.148971050815575268e+02,5.792017237426268821e+02,9.156349905248166579e+02,1.572591887993693717e+03,2.774845716236349290e+03,9.892961040124017700e+02
1.299999999999999940e-02,2.297476800148233451e+02,3.179109184527150660e+02,4.984356447779218229e+02,8.520834961854717449e+02,1.500117111597714711e+03,5.311652397007906075e+02
1.400000000000000029e-02,1.395479423499639893e+02,1.935183289297721387e+02,3.002039768200905883e+02,5.084168909738795605e+02,8.844378941367614289e+02,3.140915089186253226e+02
1.499999999999999944e-02,9.192508024601301031e+01,1.266324491708652573e+02,1.928919716637650197e+02,3.236008277499174142e+02,5.557411915173181569e+02,1.993048115445596693e+02
1.600000000000000033e-02,6.432073791253597506e+01,8.661444605558384069e+01,1.306834040127714900e+02,2.171544006559442721e+02,3.692274723553575200e+02,1.338063021712043792e+02
1.700000000000000122e-02,4.651668368269754694e+01,6.190110771317304028e+01,9.231217847108970886e+01,1.519217394526816634e+02,2.565604469123721287e+02,9.372559115055844359e+01
1.799999999999999864e-02,3.454845067187463314e+01,4.562299279743081826e+01,6.751452955725117988e+01,1.100348302238596574e+02,1.844621744916519788e+02,6.798967779953972013e+01
1.899999999999999953e-02,2.612383728459190735e+01,3.446379812225104189e+01,5.066441170345097333e+01,8.176478837773939290e+01,1.365533298591730613e+02,5.084707848328622504e+01
2.000000000000000042e-02,2.037626023496367011e+01,2.660841165710798961e+01,3.892778074739327820e+01,6.282362231796967933e+01,1.040521880230060106e+02,3.893378578655236311e+01
2.999999999999999889e-02,3.209323632861958320e+00,4.213734154154110456e+00,6.131245149348218959e+00,9.699398162899850462e+00,1.522003109234466045e+01,6.004689117657667552e+00
4.000000000000000083e-02,1.036926554973880199e+00,1.393370058246151455e+00,2.073853109947760398e+00,3.280757400341239638e+00,5.100800812881489676e+00,1.997857798224575099e+00
5.000000000000000278e-02,4.740395834859888469e-01,6.542432742357121578e-01,9.866189705074238647e-01,1.576524810448842073e+00,2.466299336236762230e+00,9.420990940863247509e-01
5.999999999999999778e-02,2.501808458537865820e-01,3.553283570746444409e-01,5.427652249031301723e-01,8.845959227359482258e-01,1.393184012658813753e+00,5.158141893045967707e-01
7.000000000000000666e-02,1.338016311097519062e-01,2.011283199117943066e-01,3.171594218897823003e-01,5.219616089391164726e-01,8.434464946903142968e-01,2.978785972380944558e-01
8.000000000000000167e-02,7.193872483291666176e-02,1.136200587045396032e-01,1.879215669104761788e-01,3.152623567538841431e-01,5.174041451821439486e-01,1.734827702187018428e-01
8.999999999999999667e-02,3.952216926828173993e-02,6.359581203600657429e-02,1.111832454140673082e-01,1.936149401253561830e-01,3.222898253986500317e-01,1.011587598667618298e-01
1.000000000000000056e-01,2.304558459642371687e-02,3.689680630742382672e-02,6.628842310881429001e-02,1.196625760622291729e-01,2.009334792306831929e-01,5.919325227539306428e-02
2.000000000000000111e-01,2.481675250726738443e-03,3.947845542084913589e-03,7.058987379844944635e-03,1.308039686837708833e-02,2.139984215943784018e-02,6.302232440735751340e-03
2.999999999999999889e-01,1.123262584549845466e-03,1.786884559414971029e-03,3.195058018275115982e-03,5.920484530698992727e-03,9.686054860762006308e-03,2.849149062118688704e-03
4.000000000000000222e-01,8.246642762074787815e-04,1.311874785223806966e-03,2.345711718990162002e-03,4.346634646699776457e-03,7.111198330416160576e-03,2.092731573156944667e-03
5.000000000000000000e-01,7.322614108560061190e-04,1.164880435359997267e-03,2.082876901990417685e-03,3.859598258311682916e-03,6.314395369272623321e-03,1.859740057737747010e-03
5.999999999999999778e-01,7.113840535530352883e-04,1.131668764358760701e-03,2.023492418995300260e-03,3.749558014228135654e-03,6.134367108013739391e-03,1.806490751768457387e-03
6.999999999999999556e-01,7.242567680707805329e-04,1.152146660734819882e-03,2.060108140290220144e-03,3.817407409331369673e-03,6.245370068691448451e-03,1.837256020785586362e-03
8.000000000000000444e-01,7.537002397091977467e-04,1.209845905616535079e-03,2.143858459617273282e-03,3.972597970736834253e-03,6.499265191564514849e-03,1.916111363400223614e-03
9.000000000000000222e-01,7.991478058536758333e-04,1.271283219624519314e-03,2.273131536650455694e-03,4.212142666127873664e-03,6.891166280649330816e-03,2.026833465862559486e-03
1.000000000000000000e+00,8.506600728352425476e-04,1.365486637749071608e-03,2.419655318286912174e-03,4.483653297202875795e-03,7.335363777701092887e-03,2.162840445525795584e-03
2.000000000000000000e+00,1.677490758000426329e-03,2.692722143831934468e-03,4.771529267201212593e-03,8.841706436405786032e-03,1.446524385592458904e-02,4.266324952209582175e-03
3.000000000000000000e+00,2.914203546836488176e-03,4.677903818411487634e-03,8.289290088779344493e-03,1.536016384792063608e-02,2.512959609343601991e-02,7.410683967974283567e-03
4.000000000000000000e+00,4.524779533574148013e-03,7.263213813789335532e-03,1.287048400661090948e-02,2.374657108396051666e-02,3.901702129647799389e-02,1.149474070031710794e-02
5.000000000000000000e+00,6.501017183986123639e-03,1.043548695887772625e-02,1.849178221222719590e-02,3.397068046343449527e-02,5.605690286914026543e-02,1.652459114318254388e-02
6.000000000000000000e+00,8.843954523961895797e-03,1.419638950148466652e-02,2.515613731260272351e-02,4.621356018092419304e-02,7.625955388687520597e-02,2.249151139272922637e-02
7.000000000000000000e+00,1.155891379783626285e-02,1.855446475256841699e-02,3.287868813606759089e-02,5.987619509396084616e-02,9.966598260055456460e-02,2.939572611061764748e-02
8.000000000000000000e+00,1.465339525404455931e-02,2.352175217341944194e-02,4.168076872261563398e-02,7.590588320479971229e-02,1.263479506988853807e-01,3.723777476808861481e-02
9.000000000000000000e+00,1.807151536856825905e-02,2.900854706558717369e-02,5.140342149281638268e-02,9.361204632975651807e-02,1.558204647345313443e-01,4.601892316250372206e-02
2.000000000000000000e+01,8.054576680776141806e-02,1.292927360945420323e-01,2.291079589198547206e-01,4.062753760955533644e-01,6.717268624843629743e-01,2.050242774315411132e-01
3.000000000000000000e+01,1.774611351447364094e-01,2.830419787705110712e-01,4.992313252423354331e-01,8.773232262674450777e-01,1.432987720911233609e+00,4.482510960947150291e-01
2.000000000000000000e+02,1.195104449014488246e+01,1.744543811057421223e+01,3.121905499466418021e+01,6.282693786806134284e+01,9.468175895133146014e+01,3.077200922355739721e+01
3.000000000000000000e+02,2.355644093664349370e+01,3.420907546848026470e+01,6.091362504829024260e+01,1.225859218933242687e+02,1.847400369677051231e+02,5.924333524335708034e+01
5.000000000000000000e+02,5.337256141727425529e+01,7.757402262115307678e+01,1.394222012532878523e+02,2.805808937225613136e+02,4.228423791888683354e+02,1.359611380262283831e+02
6.000000000000000000e+02,7.081028033364950147e+01,1.034550970725194787e+02,1.868807398496316523e+02,3.760890542922808777e+02,5.667755645541238891e+02,1.815595888649672531e+02
7.000000000000000000e+02,8.932537550519964498e+01,1.311966452732619643e+02,2.382010013471990533e+02,4.793687827579618670e+02,7.224206242883795994e+02,2.310570033176519189e+02
8.000000000000000000e+02,1.100809872030777683e+02,1.616814499545204740e+02,2.935492992082074011e+02,5.907546976724601109e+02,8.902820316423022859e+02,2.840507623710278153e+02
9.000000000000000000e+02,1.304523850552158422e+02,1.926318278002841851e+02,3.515348481487921504e+02,7.074479990732680790e+02,1.066141791596601706e+03,3.412077289106244393e+02
1.000000000000000000e+03,1.523117033102302003e+02,2.251129504625850757e+02,4.148063409299886075e+02,8.347790059842131996e+02,1.258032820695829741e+03,4.012740347579924673e+02
2.000000000000000000e+03,4.095654951912853790e+02,6.271103860009525306e+02,1.205158238723782233e+03,2.425326603116699516e+03,3.655027424944374616e+03,1.136488166871029989e+03
3.000000000000000000e+03,6.586338179269149578e+02,1.050609521673372228e+03,2.134307055560635945e+03,4.295196596089878767e+03,6.472968539447957482e+03,2.044114950277029948e+03
5.000000000000000000e+03,1.199847141806243144e+03,2.018074767394292394e+03,4.326209412709834396e+03,8.706301315724898814e+03,1.312061275576623848e+04,4.161159235849583638e+03
6.000000000000000000e+03,1.474093286293830943e+03,2.519661378683743351e+03,5.469099728858271192e+03,1.100631636651074041e+04,1.658679324005013041e+04,5.286957650854065832e+03
7.000000000000000000e+03,1.738498728306707108e+03,3.002843011008308622e+03,6.642622006664433684e+03,1.336797688988407572e+04,2.014587309879034001e+04,6.428266329881121237e+03
8.000000000000000000e+03,1.992519967761837052e+03,3.501997534685257506e+03,7.847463257646619240e+03,1.579266589955587369e+04,2.379994054104843235e+04,7.614789661960687226e+03
9.000000000000000000e+03,2.262221532335473057e+03,4.011908498751191019e+03,9.048886129341892229e+03,1.821047517199769572e+04,2.744363928690943430e+04,8.810298771652958749e+03
